foldIndex,oritext,real_label,predoct_label,isRight,wordNumDiff,charNumDiff,postagEditDistance,lastPosComb,lastPosEqual,firstPosComb,firstPosEqual,lastWordInTimian,lastTwoWordsInTimian,lastPostagInTimian,timeCombination,firstWordInSecondPart,containCuewordsMain
5,马六甲海峡	受东南信风影响，该海域风大浪急,n,y,False,3,0,5,NN/VA,False,VV/DT,False,马六甲海峡,NULL/马六甲海峡,loc,False/False,该,None
5,北京市	春季因升温快，热岛效应最强,n,y,False,1,0,3,VA/VA,True,time/term,False,北京市,NULL/北京市,loc,True/False,热岛效应,因果
5,下列有关③④两地小麦生产的叙述，正确的是	仅从气候角度考虑，④地小麦的千粒重较③地大,n,y,False,2,4,6,VV/VA,False,AD/loc,False,是,的/是,VC,False/False,④地,None
5,成都平原年太阳总辐射量小于青藏高原的主要原因是	地势低，云量大,y,y,True,0,0,0,VA/VA,True,NN/NN,True,是,原因/是,VC,False/False,云量,None
5,成都平原年太阳总辐射量小于青藏高原的主要原因是	地势高，空气稀薄,y,y,True,0,1,0,VA/VA,True,NN/NN,True,是,原因/是,VC,False/False,空气,None
5,成都平原年太阳总辐射量小于青藏高原的主要原因是	纬度高，正午太阳高度小,y,y,True,0,4,0,VA/VA,True,term/term,True,是,原因/是,VC,False/False,正午太阳高度,None
5,上海设立我国第一个自由贸易区的原因有	对外开放程度高，外向型经济特色显著,y,y,True,0,2,0,VA/VA,True,JJ/JJ,True,有,原因/有,VE,False/False,外向型,None
5,上海设立我国第一个自由贸易区的原因有	矿产资源丰富，工业比较发达,y,y,True,0,0,1,VA/VA,True,NN/NN,True,有,原因/有,VE,False/False,工业,None
5,上海设立我国第一个自由贸易区的原因有	海上交通便利，便于货物运输,y,y,True,0,0,2,VA/NN,False,NN/VV,False,有,原因/有,VE,False/False,便于,None
5,上海设立我国第一个自由贸易区的原因有	区位条件优越，经济腹地广阔,y,y,True,0,0,0,VA/VA,True,NN/NN,True,有,原因/有,VE,False/False,经济,None
5,控制上述省区空气中二氧化硫浓度的合理措施有	调整产业结构，实施总量控制与达标排放,y,y,True,3,5,3,NN/NN,True,VV/VV,True,有,措施/有,VE,False/False,实施,None
5,控制上述省区空气中二氧化硫浓度的合理措施有	扩大城区水域面积，形成环城水系,y,n,False,1,2,1,NN/NN,True,VV/VV,True,有,措施/有,VE,False/False,形成,因果
5,甲、乙两农业区共同的区位条件及生产特征是	机械化水平高，集约化经营,y,y,True,1,1,2,VA/NN,False,NN/JJ,False,是,特征/是,VC,False/False,集约化,None
5,甲、乙两农业区共同的区位条件及生产特征是	劳动力充足，单位面积产量大,y,y,True,2,2,2,VA/VA,True,NN/NN,True,是,特征/是,VC,False/False,单位,趋势
5,甲、乙两农业区共同的区位条件及生产特征是	人少地多，产品商品率高,y,y,True,1,2,1,VA/VA,True,NN/NN,True,是,特征/是,VC,False/False,产品,None
5,甲、乙两农业区共同的区位条件及生产特征是	水旱灾害频发，水利工程量大,y,y,True,0,0,2,VV/VA,False,term/NN,False,是,特征/是,VC,False/False,水利,None
5,该城市	有预留用地，发展空间较大,y,y,True,1,1,3,NN/VA,False,VE/NN,False,城市,该/城市,NN,False/False,发展,None
5,该城市	服务种类多，城市等级较高,y,y,True,1,1,1,VA/VA,True,NN/NN,True,城市,该/城市,NN,False/False,城市,None
5,与其他城市公共交通方式相比，城市轻轨	运量大，占地广,y,y,True,0,0,1,VA/VA,True,NN/VV,False,轻轨,城市/轻轨,NN,False/False,占地,None
5,该地	位于90°E，昼长12小时左右,y,y,True,1,2,3,num/time,False,VV/NN,False,地,该/地,NN,False/False,昼,None
5,该地	位于120°E，昼长12小时左右,y,y,True,1,1,3,num/time,False,VV/NN,False,地,该/地,NN,False/False,昼,None
5,该地	位于90°E，昼长15小时左右,y,y,True,1,2,3,num/time,False,VV/NN,False,地,该/地,NN,False/False,昼,None
5,该地	位于150°E，昼长15小时左右,y,y,True,1,1,3,num/time,False,VV/NN,False,地,该/地,NN,False/False,昼,None
5,为应对滑坡、泥石流灾害，当地应采取的主要防灾减灾措施包括	植树造林，保护生态环境,y,y,True,1,2,1,NN/NN,True,NN/VV,False,包括,措施/包括,VV,False/False,保护,None
5,为应对滑坡、泥石流灾害，当地应采取的主要防灾减灾措施包括	修建大型水库，调节径流,y,y,True,1,2,1,NN/NN,True,VV/VV,True,包括,措施/包括,VV,False/False,调节,None
foldIndex,oritext,real_label,predoct_label,isRight,wordNumDiff,charNumDiff,postagEditDistance,lastPosComb,lastPosEqual,firstPosComb,firstPosEqual,lastWordInTimian,lastTwoWordsInTimian,lastPostagInTimian,timeCombination,firstWordInSecondPart,containCuewordsMain
6,污水再生回用	虽无经济效益，但有环境效益,n,y,False,0,0,1,NN/NN,True,CS/AD,False,回用,再生/回用,VV,False/False,但,None
6,云南滑坡和泥石流	东部次数少，由于处于喀斯特地貌区,n,n,True,0,5,3,VA/NR,False,NN/P,False,泥石流,和/泥石流,term,False/False,由于,因果
6,云南滑坡和泥石流	冬季几乎没有，主要原因是河流断流,n,n,True,2,3,5,VV/NN,False,time/JJ,False,泥石流,和/泥石流,term,True/False,主要,因果
6,中缅天然气管道沿线	地质条件复杂，工程量大,n,y,False,1,2,1,VA/VA,True,NN/NN,True,沿线,管道/沿线,NN,False/False,工程量,None
6,与火星环境相比，地球上存在生命是因为	质量适中，保证了液态水的存在,n,y,False,3,5,4,VA/NN,False,NN/VV,False,因为,是/因为,P,False/False,保证,None
6,与火星环境相比，地球上存在生命是因为	长期演化，形成适合生物生存的大气,n,n,True,4,7,5,VV/NN,False,AD/VV,False,因为,是/因为,P,False/False,形成,因果
6,为应对滑坡、泥石流灾害，当地应采取的主要防灾减灾措施包括	规划穿山隧道，改善交通,y,y,True,1,2,1,NN/NN,True,NN/VV,False,包括,措施/包括,VV,False/False,改善,趋势
6,台湾岛水资源甲、乙两项损失占降水量的80%以上，其自然原因是	地处热带、亚热带，气温高,y,y,True,2,5,4,term/VA,False,VV/NN,False,是,原因/是,VC,False/False,气温,None
6,台湾岛水资源甲、乙两项损失占降水量的80%以上，其自然原因是	地势起伏大，河流短小,y,y,True,1,1,1,VA/VA,True,NN/NN,True,是,原因/是,VC,False/False,河流,None
6,台湾岛水资源甲、乙两项损失占降水量的80%以上，其自然原因是	降水季节分配不均，夏季多暴雨,y,y,True,1,3,3,VA/NN,False,VV/time,False,是,原因/是,VC,False/True,夏季,None
6,台湾岛水资源甲、乙两项损失占降水量的80%以上，其自然原因是	植被覆盖率高，河流含沙量小,y,y,True,0,0,1,VA/VA,True,term/NN,False,是,原因/是,VC,False/False,河流,None
6,北京市	春季多大风，雾霾天气增多,y,n,False,0,1,2,VV/VV,True,time/NN,False,北京市,NULL/北京市,loc,True/False,雾霾,趋势
6,北京市	夏季降水量大，雾霾天数少,y,y,True,0,1,1,VA/VA,True,time/NN,False,北京市,NULL/北京市,loc,True/False,雾霾,None
6,北京市	工业发展水平高，污染严重,y,y,True,2,3,2,VA/VA,True,NN/NN,True,北京市,NULL/北京市,loc,False/False,污染,None
6,根据图中信息判断，北京市治理PM2.5可采取的主要措施是	人工降雨，减少空气中污染物的数量,y,y,True,4,7,5,NN/NN,True,JJ/VV,False,是,措施/是,VC,False/False,减少,趋势
6,根据图中信息判断，北京市治理PM2.5可采取的主要措施是	减小煤炭使用量，缩短冬季供暖时间,y,y,True,1,1,1,NN/NN,True,VV/VV,True,是,措施/是,VC,False/True,缩短,趋势
6,根据图中信息判断，北京市治理PM2.5可采取的主要措施是	大力发展公共交通，减少私家车出行,y,y,True,1,1,3,NN/VV,False,AD/VV,False,是,措施/是,VC,False/False,减少,趋势
6,四个农业区共同的区位优势是	地广人稀，交通便利,y,y,True,1,0,1,VA/VA,True,VA/NN,False,是,优势/是,VC,False/False,交通,None
6,汽车零部件和专用车基地建在长春的主要原因是	地处沿海，水陆交通便利,y,y,True,1,2,2,NN/VA,False,VV/NN,False,是,原因/是,VC,False/False,水陆,None
6,汽车零部件和专用车基地建在长春的主要原因是	矿产资源丰富，原料充足,y,y,True,1,2,1,VA/VA,True,NN/NN,True,是,原因/是,VC,False/False,原料,None
6,汽车零部件和专用车基地建在长春的主要原因是	汽车工业起步早，基础好,y,y,True,2,4,2,VA/VA,True,NN/NN,True,是,原因/是,VC,False/False,基础,None
6,汽车零部件和专用车基地建在长春的主要原因是	科研院所集中，技术先进,y,y,True,1,2,2,VV/VA,False,NN/NN,True,是,原因/是,VC,False/False,技术,趋势
6,两省农业发展应采取的措施正确的是	江苏省增加林业用地，建设立体农业,y,y,True,2,3,3,NN/term,False,loc/VV,False,是,的/是,VC,False/False,建设,趋势
6,两省农业发展应采取的措施正确的是	江苏省开发海洋资源，发展海洋经济,y,y,True,1,3,1,NN/NN,True,loc/VV,False,是,的/是,VC,False/False,发展,None
6,两省农业发展应采取的措施正确的是	陕西省全面封山育林，防治水土流失,y,y,True,2,3,3,VV/term,False,loc/VV,False,是,的/是,VC,False/False,防治,None
6,两省农业发展应采取的措施正确的是	陕西省调整农业结构，大力发展种植业,y,y,True,1,2,2,NN/NN,True,loc/AD,False,是,的/是,VC,False/False,大力,None
6,与火星环境相比，地球上存在生命是因为	距太阳远，温度适宜,y,y,True,1,0,1,VA/VA,True,VV/NN,False,因为,是/因为,P,False/False,温度,因果
6,与火星环境相比，地球上存在生命是因为	公转轨道不相交，运行环境安全,y,y,True,1,1,3,VV/VA,False,term/NN,False,因为,是/因为,P,False/False,运行,None
foldIndex,oritext,real_label,predoct_label,isRight,wordNumDiff,charNumDiff,postagEditDistance,lastPosComb,lastPosEqual,firstPosComb,firstPosEqual,lastWordInTimian,lastTwoWordsInTimian,lastPostagInTimian,timeCombination,firstWordInSecondPart,containCuewordsMain
7,图中J1，J2两条经线的经度分别为	55°E，60°E,n,y,False,0,0,0,num/num,True,num/num,True,为,分别/为,VC,False/False,60°E,None
7,图中J1，J2两条经线的经度分别为	135°E，140°E,n,y,False,0,0,0,num/num,True,num/num,True,为,分别/为,VC,False/False,140°E,None
7,图中J1，J2两条经线的经度分别为	170°E，175°E,n,y,False,0,0,0,num/num,True,num/num,True,为,分别/为,VC,False/False,175°E,None
7,图中J1，J2两条经线的经度分别为	170°W，165°W,n,y,False,0,0,0,num/num,True,num/num,True,为,分别/为,VC,False/False,165°W,None
7,发展循环经济是应对全球气候变暖、实现可持续发展的重要途径。不符合循环经济的行为是	城市大量建设垃圾发电厂，化害为利,n,y,False,1,7,3,NN/NN,True,NN/VV,False,是,行为/是,VC,False/False,化,None
7,甲图为大气受热过程示意图。青藏高原与四川盆地纬度相当，关于两地热力状况的比较，正确的是	青藏高原的年平均气温较低，与①大小有关,n,n,True,3,6,6,VA/VV,False,loc/P,False,是,的/是,VC,False/False,与,因果
7,冰岛特色旅游资源的形成原因是	位于极圈内，干燥多风,y,y,True,0,1,3,LC/NN,False,VV/VA,False,是,原因/是,VC,False/False,干燥,None
7,冰岛特色旅游资源的形成原因是	地处高纬，气候寒冷,y,y,True,0,0,2,term/VA,False,VV/NN,False,是,原因/是,VC,False/False,气候,None
7,冰岛特色旅游资源的形成原因是	四面临海，海浪侵蚀,y,y,True,1,0,2,NN/term,False,CD/NN,False,是,原因/是,VC,False/False,海浪,None
7,冰岛特色旅游资源的形成原因是	处在板块边界，地壳活跃,y,y,True,1,2,2,NN/VA,False,VV/term,False,是,原因/是,VC,False/False,地壳,None
7,地震发生时的防震措施错误的是	在街上时迅速离开电线杆和围墙，到开阔地躲避,y,n,False,5,8,6,NN/VV,False,P/VV,False,是,的/是,VC,False/False,到,None
7,地震发生时的防震措施错误的是	在商店时躲在结实的柱子旁，屈身蹲下用手护头,y,y,True,2,4,6,LC/NN,False,P/VV,False,是,的/是,VC,False/False,屈身,None
7,地震发生时的防震措施错误的是	在住宅楼上时迅速乘电梯或走楼梯，向底层转移,y,n,False,7,10,7,NN/VV,False,P/P,True,是,的/是,VC,False/False,向,趋势
7,该地区农业生产	精耕细作，农产品的单产量和商品率较高,y,y,True,5,9,5,NN/VA,False,NN/NN,True,生产,农业/生产,NN,False/False,农产品,None
7,该地区农业生产	与市场联系密切，多分布在城市周边地区,y,y,True,2,3,3,VA/NN,False,P/AD,False,生产,农业/生产,NN,False/False,多,None
7,该地区农业生产	多以家庭为单位进行生产，生产规模较小,y,y,True,3,5,5,NN/VA,False,AD/NN,False,生产,农业/生产,NN,False/False,生产,None
7,该地区农业生产	机械化水平低，对自然环境不会产生影响,y,y,True,4,5,5,VA/NN,False,NN/P,False,生产,农业/生产,NN,False/False,对,None
7,该区域Ⅰ阶段到Ⅲ阶段	城市人口增加，乡村人口减少,y,y,True,0,0,0,VV/VV,True,NN/NN,True,阶段,Ⅲ/阶段,NN,False/False,乡村,趋势
7,孟加拉国的降水特征是	降水量季节分配不均，6月至9月略多,y,y,True,1,2,3,VA/VA,True,NN/time,False,是,特征/是,VC,False/True,6月至9月,None
7,孟加拉国的降水特征是	6月至9月为旱季，10月至3月为雨季,y,y,True,0,1,0,term/term,True,time/time,True,是,特征/是,VC,True/True,10月至3月,None
7,孟加拉国的降水特征对农业生产的影响是	降水变率大，利于作物养分积累,y,y,True,1,3,2,VA/VV,False,NN/VV,False,是,影响/是,VC,False/False,利于,因果
7,孟加拉国的降水特征对农业生产的影响是	雨季降水集中，易形成洪涝灾害,y,y,True,1,1,3,VA/NN,False,NN/AD,False,是,影响/是,VC,False/False,易,因果
7,孟加拉国的降水特征对农业生产的影响是	降水量较多，适宜发展灌溉农业,y,y,True,1,3,4,VA/NN,False,NN/AD,False,是,影响/是,VC,False/False,适宜,因果
7,孟加拉国的降水特征对农业生产的影响是	旱季持续时间长，利于作物成熟,y,y,True,1,1,2,VA/VA,True,term/VV,False,是,影响/是,VC,False/False,利于,因果
7,发展循环经济是应对全球气候变暖、实现可持续发展的重要途径。不符合循环经济的行为是	消费者选用环保产品，减少废弃物排放,y,y,True,1,2,1,NN/NN,True,NN/VV,False,是,行为/是,VC,False/False,减少,趋势
7,关于图A中丙、丁两地天气的叙述正确的是	丙地气温较低，气压较高,y,y,True,1,2,2,VA/VA,True,loc/term,False,是,的/是,VC,False/False,气压,None
7,关于图A中丙、丁两地天气的叙述正确的是	丁地比丙地气温低，气压高,y,y,True,3,5,4,VA/VA,True,loc/NN,False,是,的/是,VC,False/False,气压,None
7,关于图A中丙、丁两地天气的叙述正确的是	丙地多阴雨，丁地晴朗,y,y,True,1,1,2,VV/VA,False,loc/loc,True,是,的/是,VC,False/False,丁地,None
foldIndex,oritext,real_label,predoct_label,isRight,wordNumDiff,charNumDiff,postagEditDistance,lastPosComb,lastPosEqual,firstPosComb,firstPosEqual,lastWordInTimian,lastTwoWordsInTimian,lastPostagInTimian,timeCombination,firstWordInSecondPart,containCuewordsMain
8,甲图为大气受热过程示意图。青藏高原与四川盆地纬度相当，关于两地热力状况的比较，正确的是	四川盆地的年太阳总辐射量较小，与②大小有关,n,n,True,1,8,5,VA/VV,False,loc/P,False,是,的/是,VC,False/False,与,因果
8,甲图为大气受热过程示意图。青藏高原与四川盆地纬度相当，关于两地热力状况的比较，正确的是	四川盆地的气温日较差较小，与③大小有关,n,n,True,1,6,5,VA/VV,False,loc/P,False,是,的/是,VC,False/False,与,因果
8,甲图为大气受热过程示意图。青藏高原与四川盆地纬度相当，关于两地热力状况的比较，正确的是	青藏高原的年太阳辐射总量较大，与④大小有关,n,n,True,1,8,5,VA/VV,False,loc/P,False,是,的/是,VC,False/False,与,因果
8,关于1970—2000年间人口变化的相关叙述，正确的是	1975—1985年期间，我国人口数量先增后降,n,y,False,5,2,6,NN/VV,False,time/NR,False,是,的/是,VC,True/False,我国,趋势
8,近年来，城市内涝在我国一些大城市相继出现，下列有关城市内涝产生原因的叙述，正确的是	城市地表硬化面积过大，不利于下渗,n,y,False,4,5,4,VA/NN,False,NN/VV,False,是,的/是,VC,False/False,不利于,趋势
8,近年来，城市内涝在我国一些大城市相继出现，下列有关城市内涝产生原因的叙述，正确的是	城市化带来的“雨岛效应”，易导致降水强度增大,n,n,True,1,3,5,PU/VV,False,NN/AD,False,是,的/是,VC,False/False,易,因果
8,年太阳总辐射量③地小于①地的主要原因是	地势低，云量大,y,y,True,0,0,0,VA/VA,True,NN/NN,True,是,原因/是,VC,False/False,云量,None
8,年太阳总辐射量③地小于①地的主要原因是	地势高，空气稀薄,y,y,True,0,1,0,VA/VA,True,NN/NN,True,是,原因/是,VC,False/False,空气,None
8,年太阳总辐射量③地小于①地的主要原因是	纬度高，太阳高度小,y,y,True,0,2,0,VA/VA,True,term/term,True,是,原因/是,VC,False/False,太阳高度,None
8,印度尼西亚发生火山、地震的主要原因是	位于印度洋板块与亚欧板块交界处，地壳活动频繁,y,y,True,2,9,4,NN/VA,False,VV/term,False,是,原因/是,VC,False/False,地壳,None
8,印度尼西亚发生火山、地震的主要原因是	位于太平洋板块与亚欧板块交界处，地壳活动频繁,y,y,True,2,9,5,NN/VA,False,VV/NN,False,是,原因/是,VC,False/False,地壳,None
8,印度尼西亚发生火山、地震的主要原因是	位于印度洋板块与太平洋板块交界处，地壳活动频繁,y,y,True,2,10,5,NN/VA,False,VV/NN,False,是,原因/是,VC,False/False,地壳,None
8,火山喷发产生的火山灰云团对其覆盖地区的影响是	增强了大气反射作用，使气温增高,y,y,True,0,4,2,term/VV,False,VV/VV,True,是,影响/是,VC,False/False,使,因果
8,火山喷发产生的火山灰云团对其覆盖地区的影响是	减弱了大气反射作用，使气温降低,y,y,True,0,4,2,term/VV,False,VV/VV,True,是,影响/是,VC,False/False,使,因果
8,火山喷发产生的火山灰云团对其覆盖地区的影响是	增强了大气逆辐射，使昼夜温差变小,y,y,True,2,1,4,term/VA,False,VV/VV,True,是,影响/是,VC,False/False,使,因果
8,火山喷发产生的火山灰云团对其覆盖地区的影响是	减弱了大气逆辐射，使昼夜温差变小,y,y,True,2,1,4,term/VA,False,VV/VV,True,是,影响/是,VC,False/False,使,因果
8,该城市工业区的空间分布特征是	靠近铁路线，均匀分布,y,y,True,0,1,2,NN/VV,False,VV/VA,False,是,特征/是,VC,False/False,均匀,None
8,该城市工业区的空间分布特征是	分布在城区外围，交通便利,y,y,True,2,3,3,NN/VA,False,VV/NN,False,是,特征/是,VC,False/False,交通,None
8,从Ⅱ到Ⅲ阶段，该城市生产企业大部分由城区迁移到郊区，原因有	城市中心用地紧张，地价上涨,y,y,True,2,4,3,VA/VV,False,NN/NN,True,有,原因/有,VE,False/False,地价,None
8,长三角地区和环渤海地区都位于我国东部平原，但长三角地区铁路运输比重明显小于环渤海地区，制约长三角地区铁路网建设的最主要因素是	降水丰富，洪涝灾害频发,y,y,True,1,2,2,VA/VV,False,NN/term,False,是,因素/是,VC,False/False,洪涝,None
8,近年来，城市内涝在我国一些大城市相继出现，下列有关城市内涝产生原因的叙述，正确的是	城市管网不完善，城市规划赶不上城市化发展,y,y,True,1,5,3,VA/NN,False,NN/NN,True,是,的/是,VC,False/False,城市,None
8,近年来，城市内涝在我国一些大城市相继出现，下列有关城市内涝产生原因的叙述，正确的是	地势低洼，排水不畅,y,y,True,1,0,1,VA/VA,True,NN/NN,True,是,的/是,VC,False/False,排水,None
8,关于两国大豆产区及生产条件的叙述，正确的是	均位于沿海地区，交通便利,y,y,True,1,3,3,loc/VA,False,AD/NN,False,是,的/是,VC,False/False,交通,None
8,关于两国大豆产区及生产条件的叙述，正确的是	均位于人口稠密区，劳动力充足,y,y,True,2,3,3,NN/VA,False,AD/NN,False,是,的/是,VC,False/False,劳动力,None
8,关于两国大豆产区及生产条件的叙述，正确的是	均位于平原地区，土壤肥沃,y,y,True,2,3,3,NN/VA,False,AD/NN,False,是,的/是,VC,False/False,土壤,None
8,关于两国大豆产区及生产条件的叙述，正确的是	均位于中、低纬度，热量充足,y,y,True,1,4,3,term/VA,False,AD/NN,False,是,的/是,VC,False/False,热量,None
8,读美国和巴西大豆生长周期表，下列叙述正确的是	都在春、夏之交播种，秋季收获,y,y,True,2,5,2,VV/VV,True,AD/time,False,是,的/是,VC,True/True,秋季,None
8,天津是我国传统的自行车生产基地，我国第一辆自行车诞生在此。进入21世纪，天津已陆续引进企业33家，吸引投资55亿元，建成集研发、生产、交易、展示等多种功能于一体的全国最大的自行车创意产业基地。该自行车产业基地建在天津的原因是	历史悠久，工业基础好,y,y,True,1,1,1,VA/VA,True,NN/NN,True,是,原因/是,VC,False/False,工业,None
foldIndex,oritext,real_label,predoct_label,isRight,wordNumDiff,charNumDiff,postagEditDistance,lastPosComb,lastPosEqual,firstPosComb,firstPosEqual,lastWordInTimian,lastTwoWordsInTimian,lastPostagInTimian,timeCombination,firstWordInSecondPart,containCuewordsMain
9,改革开放初期，以深圳为代表的珠江三角洲地区城市化发展主要得益于	南海油气资源丰富，促进了国土开发,n,n,True,0,1,3,VA/NN,False,loc/VV,False,得益于,主要/得益于,VV,False/False,促进,因果
9,改革开放初期，以深圳为代表的珠江三角洲地区城市化发展主要得益于	外资企业建立，带动地区工业化发展,n,n,True,1,3,2,VV/NN,False,NN/VV,False,得益于,主要/得益于,VV,False/False,带动,None
9,下列关于图中等温线与甲、乙、丙、丁四地气温的叙述，正确的是	受地形因素影响，1月－18℃等温线向北突出,n,n,True,2,6,4,NN/VV,False,VV/time,False,是,的/是,VC,False/True,1月,因果
9,下列关于图中等温线与甲、乙、丙、丁四地气温的叙述，正确的是	受纬度因素影响，7月18℃等温线呈东北—西南方向延伸,n,n,True,5,11,5,NN/VV,False,VV/time,False,是,的/是,VC,False/True,7月,因果
9,关于图中甲、乙、丙、丁四地自然条件与农业发展的叙述，正确的是	甲地草原辽阔，利于发展乳畜业,n,y,False,0,1,3,VA/NN,False,loc/VV,False,是,的/是,VC,False/False,利于,因果
9,关于图中甲、乙、丙、丁四地自然条件与农业发展的叙述，正确的是	丙地河流稀少，利于商品谷物农业发展,n,y,False,0,4,3,VA/NN,False,loc/VV,False,是,的/是,VC,False/False,利于,因果
9,天津是我国传统的自行车生产基地，我国第一辆自行车诞生在此。进入21世纪，天津已陆续引进企业33家，吸引投资55亿元，建成集研发、生产、交易、展示等多种功能于一体的全国最大的自行车创意产业基地。该自行车产业基地建在天津的原因是	地处沿海，水陆交通便利,y,y,True,1,2,2,NN/VA,False,VV/NN,False,是,原因/是,VC,False/False,水陆,None
9,天津是我国传统的自行车生产基地，我国第一辆自行车诞生在此。进入21世纪，天津已陆续引进企业33家，吸引投资55亿元，建成集研发、生产、交易、展示等多种功能于一体的全国最大的自行车创意产业基地。该自行车产业基地建在天津的原因是	政策扶持，吸引力强,y,y,True,0,0,1,VV/VA,False,NN/NN,True,是,原因/是,VC,False/False,吸引力,None
9,天津是我国传统的自行车生产基地，我国第一辆自行车诞生在此。进入21世纪，天津已陆续引进企业33家，吸引投资55亿元，建成集研发、生产、交易、展示等多种功能于一体的全国最大的自行车创意产业基地。该自行车产业基地建在天津的原因是	矿产丰富，原料充足,y,y,True,0,0,0,VA/VA,True,NN/NN,True,是,原因/是,VC,False/False,原料,None
9,此次该地区长时间无有效降水的主要原因是	地势平坦，气流难以抬升,y,y,True,1,2,2,VA/VV,False,NN/NN,True,是,原因/是,VC,False/False,气流,None
9,此次该地区长时间无有效降水的主要原因是	暖湿气流弱，空气水汽含量少,y,y,True,1,2,1,VA/VA,True,NN/NN,True,是,原因/是,VC,False/False,空气,None
9,为减轻此类现象对该区域可持续发展的影响，应采取的合理措施是	大量开采地下水，增加城市用水量,y,y,True,0,0,2,NN/NN,True,AD/VV,False,是,措施/是,VC,False/False,增加,趋势
9,为减轻此类现象对该区域可持续发展的影响，应采取的合理措施是	发展滴灌、喷灌，节约农业用水,y,y,True,1,1,1,NN/NN,True,VV/VV,True,是,措施/是,VC,False/False,节约,None
9,为减轻此类现象对该区域可持续发展的影响，应采取的合理措施是	兴修水库，调节水资源的空间分布,y,y,True,3,6,3,NN/NN,True,VV/VV,True,是,措施/是,VC,False/False,调节,None
9,为减轻此类现象对该区域可持续发展的影响，应采取的合理措施是	加强科研建设，增强人工降水,y,y,True,0,0,1,NN/NN,True,VV/VV,True,是,措施/是,VC,False/False,增强,趋势
9,国家建设重点生态功能区的目的是	涵养水源，保持水土,y,y,True,0,0,0,NN/NN,True,VV/VV,True,是,目的/是,VC,False/False,保持,None
9,国家建设重点生态功能区的目的是	防风固沙，保护农田,y,y,True,0,0,1,VV/NN,False,VV/VV,True,是,目的/是,VC,False/False,保护,None
9,国家建设重点生态功能区的目的是	保护生物多样性，改善生态环境,y,y,True,1,1,1,NN/NN,True,VV/VV,True,是,目的/是,VC,False/False,改善,趋势
9,国家建设重点生态功能区的目的是	吸烟除尘，净化空气,y,y,True,0,0,1,VV/NN,False,VV/VV,True,是,目的/是,VC,False/False,净化,None
9,下列关于图中等温线与甲、乙、丙、丁四地气温的叙述，正确的是	甲地海拔高，1月气温低于丙地,y,y,True,1,3,3,VA/loc,False,NN/time,False,是,的/是,VC,False/True,1月,None
9,下列关于图中等温线与甲、乙、丙、丁四地气温的叙述，正确的是	丁地纬度高，7月气温低于丙地,y,y,True,1,3,4,VA/loc,False,loc/time,False,是,的/是,VC,False/True,7月,None
9,关于图中甲、乙、丙、丁四地自然条件与农业发展的叙述，正确的是	乙地地势平坦，适宜大规模机械化生产,y,y,True,1,4,3,VA/NN,False,loc/VV,False,是,的/是,VC,False/False,适宜,因果
9,关于图中甲、乙、丙、丁四地自然条件与农业发展的叙述，正确的是	丁地夏季低温，适宜发展多种经营,y,n,False,1,2,4,VA/NN,False,loc/AD,False,是,的/是,VC,True/False,适宜,因果
9,关于图示地区自然地理环境的叙述，正确的是	以温带季风气候为主，气温日、年较差小,y,y,True,2,1,5,VV/VA,False,P/NN,False,是,的/是,VC,False/False,气温,None
9,关于图示地区自然地理环境的叙述，正确的是	嫩江及其支流汛期长，封冻期长,y,y,True,4,5,4,VA/VA,True,loc/term,False,是,的/是,VC,False/False,封冻期,None
9,关于图示地区自然地理环境的叙述，正确的是	山地垂直地带性显著，基带为温带草原带,y,y,True,0,1,3,VA/term,False,term/NN,False,是,的/是,VC,False/False,基带,None
9,关于图示地区自然地理环境的叙述，正确的是	平原面积较大，山脉呈东北—西南走向,y,y,True,2,4,5,VA/NN,False,term/NN,False,是,的/是,VC,False/False,山脉,趋势
9,图中河流	a为内流河，b为外流河,y,y,True,0,0,1,term/term,True,NN/NN,True,河流,中/河流,NN,False/False,b,None
