试卷名,编号,文本,拆分信息,时间,地点,术语,数量词,（粗粒度）分词,（细粒度）分词,词性,成分分析,简化模板,完整模板,简化模板线索词,完整模板线索词,简化模板类型,完整模板类型,（auto）时间,（auto）地点,（auto粗粒度）分词,（auto细粒度）分词,（auto）词性,（auto）成分分析
2014北京市东城区高考文综地理二模试题,6-A-1,1980～2000年该城市人口密度的变化表现在	甲区增长速度最快,ed-mod,0,9,,,1980～2000年 该 城市 人口 密度 的 变化 表现 在 甲区 增长 速度 最 快,1980 ～ 2000年 该 城市 人口 密度 的 变化 表现 在 甲区 增长 速度 最 快,time DT NN NN NN DEG NN VV P loc NN NN AD VA,,趋势_0（城市人口密度，甲区增长速度最快）,趋势_0（城市人口密度，最值_2（甲区，增长速度，最快））,0_6,0_6 2_12,趋势,趋势 最值,0,,1980～2000年 该 城市 人口 密度 的 变化 表现 在 甲区 增长 速度 最 快,1980～ 2000年 该 城市 人口 密度 的 变化 表现 在 甲区 增长 速度 最 快,time DT NN NN NN DEG NN VV P loc NN NN AD VA,( (IP (NP (NT 1980～2000年)) (NP (DNP (NP (NP (DP (DT 该)) (NP (NN 城市))) (NP (NN 人口) (NN 密度))) (DEG 的)) (NP (NN 变化))) (VP (VP (VV 表现) (PP (P 在) (NP (NP (NR 甲区)) (NP (NN 增长) (NN 速度))))) (VP (ADVP (AD 最)) (VP (VA 快))))) )
2014北京市丰台区高考文综地理二模试题,9-A,图8中	地势南部高北部低，东部高西部低,y,,,,,图8 中 地势 南部 高 北部 低 ， 东部 高 西部 低,图8 中 地势 南部 高 北部 低 ， 东部 高 西部 低,NN LC NN NN VA NN VA PU NN VA NN VA,,,,,,,,,10,图8 中 地势 南部 高北部低 ， 东部 高 西部 低,图8 中 地势 南部 高北部低 ， 东部 高 西部 低,NN LC NN NN JJ NN VA PU NN JJ NN VA,( (IP (IP (LCP (NP (NN 图8)) (LC 中)) (IP (IP (NP (NN 地势) (NN 南部)) (VP (VA 高))) (IP (NP (NN 北部)) (VP (VA 低))))) (PU ，) (IP (NP (NN 东部)) (VP (VA 高))) (IP (NP (NN 西部)) (VP (VA 低)))) )
2014北京市丰台区高考文综地理二模试题,9-A-0,图8中	地势南部高北部低,ed-ori,,,,,图8 中 地势 南部 高 北部 低,图8 中 地势 南部 高 北部 低,NN LC NN NN VA NN VA,,,,,,,,,,图8 中 地势 南部 高 北部 低,图8 中 地势 南部 高 北部 低,NN LC NN NN JJ NN VA,( (IP (IP (LCP (NP (NN 图8)) (LC 中)) (NP (NN 地势) (NN 南部)) (VP (VA 高))) (NP (NN 北部)) (VP (VA 低))) )
2014北京市丰台区高考文综地理二模试题,9-A-1,图8中	地势东部高西部低,ed-mod,,,,,图8 中 地势 东部 高 西部 低,图8 中 地势 东部 高 西部 低,NN LC NN NN VA NN VA,,,,,,,,,5,图8 中 地势 东部 高 西部 低,图8 中 地势 东部 高 西部 低,NN LC NN NN JJ NN VA,( (IP (IP (LCP (NP (NN 图8)) (LC 中)) (NP (NN 地势) (NN 东部)) (VP (VA 高))) (NP (NN 西部)) (VP (VA 低))) )
2014北京市朝阳区高考文综地理二模试题,1-A,图l中，圣若阿金地区	终年受赤道低压带控制，降水多,y,,4,7,,图 l 中 ， 圣若阿金地区 终年 受 赤道低压带 控制 ， 降水 多,图 l 中 ， 圣若阿金 地区 终年 受 赤道 低压 带 控制 ， 降水 多,NN NN LC PU loc AD VV term NN PU NN VA,,一般陈述_0（图l中，圣若阿金地区 终年受赤道低压带控制）实体信息陈述_1（圣若阿金地区，降水，多）,一般陈述_0（图l中，圣若阿金地区 终年受赤道低压带控制）实体信息陈述_1（圣若阿金地区，降水，多）,,,一般陈述 实体信息陈述,一般陈述 实体信息陈述,,,图 l 中 ， 圣若 阿金 地区 终年 受 赤道低压带 控制 ， 降水 多,图 l 中 ， 圣若 阿金 地区 终年 受 赤道低压带 控制 ， 降水 多,NN NN LC PU loc AD VV term NN PU VV VA,( (IP (IP (LCP (NP (NN 图) (NN l)) (LC 中)) (PU ，) (NP (NR 圣若阿金地区)) (VP (ADVP (AD 终年)) (VP (VV 受) (NP (NN 赤道低压带) (NN 控制))))) (PU ，) (IP (NP (NN 降水)) (VP (VA 多)))) )
2014北京市朝阳区高考文综地理二模试题,1-A-0,图l中，圣若阿金地区	终年受赤道低压带控制,ed-ori,,4,7,,图 l 中 ， 圣若阿金地区 终年 受 赤道低压带 控制,图 l 中 ， 圣若阿金 地区 终年 受 赤道 低压 带 控制,NN NN LC PU loc AD VV term NN,,一般陈述_0（图l中，圣若阿金地区 终年受赤道低压带控制）,一般陈述_0（图l中，圣若阿金地区 终年受赤道低压带控制）,,,一般陈述,一般陈述,,,图 l 中 ， 圣若 阿金 地区 终年 受 赤道低压带 控制,图 l 中 ， 圣若 阿金 地区 终年 受 赤道低压带 控制,NN NN LC PU loc AD VV term VV,( (IP (LCP (NP (NN 图) (NN l)) (LC 中)) (PU ，) (NP (NR 圣若阿金地区)) (VP (ADVP (AD 终年)) (VP (VV 受) (NP (NN 赤道低压带) (NN 控制))))) )
2014北京市朝阳区高考文综地理二模试题,1-A-1,图l中，圣若阿金地区	终年降水多,ed-mod,,4,,,图 l 中 ， 圣若阿金地区 终年 降水 多,图 l 中 ， 圣若阿金 地区 终年 降水 多,NN NN LC PU loc AD NN VA,,实体信息陈述_0（圣若阿金地区， 终年降水，多）,实体信息陈述_0（圣若阿金地区， 终年降水，多）,,,实体信息陈述,实体信息陈述,,,图 l 中 ， 圣若 阿金 地区 终年 降水 多,图 l 中 ， 圣若 阿金 地区 终年 降水 多,NN NN LC PU loc AD VV VA,( (IP (LCP (NP (NN 图) (NN l)) (LC 中)) (PU ，) (NP (NR 圣若阿金地区)) (ADVP (AD 终年)) (NP (NN 降水)) (VP (VA 多))) )
2014北京市朝阳区高考文综地理二模试题,2-D,图2为南亚某岛示意图，图中	乙河水位季节变化小，水流平缓,y,,2 9,,,图2 为 南亚 某 岛 示意图 ， 图 中 乙河 水位 季节 变化 小 ， 水流 平缓,图2 为 南亚 某 岛 示意图 ， 图 中 乙河 水位 季节 变化 小 ， 水流 平缓,NN VC loc DT NN NN PU NN LC loc NN NN NN VA PU NN VA,,实体信息陈述_0（乙河，水位，季节变化小）实体信息陈述_1（乙河，水流，平缓）,实体信息陈述_0（乙河，水位，季节变化小）实体信息陈述_1（乙河，水流，平缓）,,,实体信息陈述 实体信息陈述,实体信息陈述 实体信息陈述,,2,图2 为 南亚 某 岛 示意图 ， 图 中 乙河 水位 季节 变化 小 ， 水流 平缓,图2 为 南亚 某 岛 示意图 ， 图 中 乙河 水位 季节 变化 小 ， 水流 平缓,NN VC loc DT NN NN PU NN LC loc NN NN NN VA PU NN NN,( (IP (IP (NP (NN 图2)) (VP (VC 为) (NP (NP (NR 南亚)) (NP (DP (DT 某)) (NP (NN 岛))) (NP (NN 示意图))))) (PU ，) (IP (LCP (NP (NN 图)) (LC 中)) (IP (IP (NP (NP (NR 乙河) (NN 水位)) (NP (NN 季节) (NN 变化))) (VP (VA 小))) (PU ，) (IP (NP (NN 水流)) (VP (VA 平缓)))))) )
2014北京市朝阳区高考文综地理二模试题,2-D-0,图2为南亚某岛示意图，图中	乙河水位季节变化小,ed-ori,,2 9,,,图2 为 南亚 某 岛 示意图 ， 图 中 乙河 水位 季节 变化 小,图2 为 南亚 某 岛 示意图 ， 图 中 乙河 水位 季节 变化 小,NN VC loc DT NN NN PU NN LC loc NN NN NN VA,,实体信息陈述_0（乙河，水位，季节变化小）,实体信息陈述_0（乙河，水位，季节变化小）,,,实体信息陈述,实体信息陈述,,2,图2 为 南亚 某 岛 示意图 ， 图 中 乙河 水位 季节 变化 小,图2 为 南亚 某 岛 示意图 ， 图 中 乙河 水位 季节 变化 小,NN VC loc DT NN NN PU NN LC loc NN NN NN VA,( (IP (IP (NP (NN 图2)) (VP (VC 为) (NP (NP (NR 南亚)) (NP (DP (DT 某)) (NP (NN 岛))) (NP (NN 示意图))))) (PU ，) (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NP (NR 乙河)) (NP (NN 水位))) (NP (NN 季节) (NN 变化))) (VP (VA 小)))) )
2014北京市朝阳区高考文综地理二模试题,2-D-1,图2为南亚某岛示意图，图中	乙河水流平缓,ed-mod,,2 9,,,图2 为 南亚 某 岛 示意图 ， 图 中 乙河 水流 平缓,图2 为 南亚 某 岛 示意图 ， 图 中 乙河 水流 平缓,NN VC loc DT NN NN PU NN LC loc NN VA,,实体信息陈述_0（乙河，水流，平缓）,实体信息陈述_0（乙河，水流，平缓）,,,实体信息陈述,实体信息陈述,,2,图2 为 南亚 某 岛 示意图 ， 图 中 乙河 水流 平缓,图2 为 南亚 某 岛 示意图 ， 图 中 乙河 水流 平缓,NN VC loc DT NN NN PU NN LC loc NN NN,( (IP (IP (NP (NN 图2)) (VP (VC 为) (NP (NP (NR 南亚)) (NP (DP (DT 某)) (NP (NN 岛))) (NP (NN 示意图))))) (PU ，) (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NR 乙河)) (NP (NN 水流))) (VP (VA 平缓)))) )
2014北京市海淀区高考文综地理二模试题,2-C,图中	③平原灌溉便利，可扩大双季稻种植面积,y,,,3,,图 中 ③ 平原 灌溉 便利 ， 可 扩大 双季稻 种植 面积,图 中 ③ 平原 灌溉 便利 ， 可 扩大 双季稻 种植 面积,NN LC NN term VV VA PU VV VV NN NN NN,,,,,,,,,,图 中 ③ 平原 灌溉 便利 ， 可 扩大 双季稻 种植 面积,图 中 ③ 平原 灌溉 便利 ， 可 扩大 双季稻 种植 面积,NN LC VV term NN NN PU VV VV NN NN NN,( (IP (IP (LCP (NP (NN 图)) (LC 中)) (NP (NN ③) (NN 平原)) (VP (VP (VV 灌溉)) (VP (VA 便利)))) (PU ，) (IP (VP (VV 可) (VP (VV 扩大) (NP (NN 双季稻) (NN 种植) (NN 面积)))))) )
2014北京市海淀区高考文综地理二模试题,2-C-0,图中	③平原灌溉便利,ed-ori,,,3,,图 中 ③ 平原 灌溉 便利,图 中 ③ 平原 灌溉 便利,NN LC NN term VV VA,,,,,,,,,,图 中 ③ 平原 灌溉 便利,图 中 ③ 平原 灌溉 便利,NN LC VV term NN NN,( (IP (LCP (NP (NN 图)) (LC 中)) (NP (NN ③) (NN 平原)) (VP (VP (VV 灌溉)) (VP (VA 便利)))) )
2014北京市海淀区高考文综地理二模试题,2-C-1,图中	③平原可扩大双季稻种植面积,ed-mod,,,3,,图 中 ③ 平原 可 扩大 双季稻 种植 面积,图 中 ③ 平原 可 扩大 双季稻 种植 面积,NN LC NN term VV VV NN NN NN,,,,,,,,,,图 中 ③ 平原 可 扩大 双季稻 种植 面积,图 中 ③ 平原 可 扩大 双季稻 种植 面积,NN LC VV term VV VV NN NN NN,( (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN ③) (NN 平原))) (VP (VV 可) (VP (VV 扩大) (NP (NN 双季稻) (NN 种植) (NN 面积))))) )
2014北京市海淀区高考文综地理二模试题,2-D,图中	④高原旱灾频发，应大规模发展畜牧业,y,,,3 4,,图 中 ④ 高原 旱灾 频发 ， 应 大规模 发展 畜牧业,图 中 ④ 高原 旱灾 频发 ， 应 大规模 发展 畜牧业,NN LC NN term term VV PU VV AD VV NN,,,,,,,,,,图 中 ④ 高原 旱灾 频发 ， 应 大规模 发展 畜牧 业,图 中 ④ 高原 旱灾 频发 ， 应 大规模 发展 畜牧 业,NN LC NR term term VV PU VV JJ NN NN NN,( (IP (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN ④) (NN 高原))) (NP (NN 旱灾)) (VP (VV 频发))) (PU ，) (VP (VV 应) (VP (ADVP (AD 大规模)) (VP (VV 发展) (NP (NN 畜牧业)))))) )
2014北京市海淀区高考文综地理二模试题,2-D-0,图中	④高原旱灾频发,ed-ori,,,3 4,,图 中 ④ 高原 旱灾 频发,图 中 ④ 高原 旱灾 频发,NN LC NN term term VV,,,,,,,,,,图 中 ④ 高原 旱灾 频发,图 中 ④ 高原 旱灾 频发,NN LC NR term term VV,( (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN ④) (NN 高原))) (NP (NN 旱灾)) (VP (VV 频发))) )
2014北京市海淀区高考文综地理二模试题,2-D-1,图中	④高原应大规模发展畜牧业,ed-mod,,,3,,图 中 ④ 高原 应 大规模 发展 畜牧业,图 中 ④ 高原 应 大规模 发展 畜牧业,NN LC NN term VV AD VV NN,,,,,,,,,,图 中 ④ 高原 应 大规模 发展 畜牧 业,图 中 ④ 高原 应 大规模 发展 畜牧 业,NN LC VV term VV JJ NN NN NN,( (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN ④) (NN 高原))) (VP (VV 应) (VP (ADVP (AD 大规模)) (VP (VV 发展) (NP (NN 畜牧业)))))) )
2014北京市海淀区高考文综地理二模试题,4-B,清江流域洪涝灾害多发的主要原因是	降水多，季节变化大,y,,0,1,,清江流域 洪涝 灾害 多发 的 主要 原因 是 降水 多 ， 季节 变化 大,清江 流域 洪涝 灾害 多发 的 主要 原因 是 降水 多 ， 季节 变化 大,loc term NN VA DEC JJ NN VC VV VA PU NN NN VA,,,,,,,,,,清江 流域 洪涝 灾害 多发 的 主要 原因 是 降水 多 ， 季节 变化 大,清江 流域 洪涝 灾害 多发 的 主要 原因 是 降水 多 ， 季节 变化 大,loc term NN VA DEC JJ NN VC VV VA PU NN NN VA,( (IP (NP (NP (NR 清江流域)) (NP (NN 洪涝) (NN 灾害))) (IP (IP (NP (CP (IP (VP (VA 多发))) (DEC 的)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (VP (VRD (VV 降水) (VA 多))))) (PU ，) (IP (NP (NN 季节) (NN 变化)) (VP (VA 大))))) )
2014北京市海淀区高考文综地理二模试题,4-B-0,清江流域洪涝灾害多发的主要原因是	降水多,ed-ori,,0,1,,清江流域 洪涝 灾害 多发 的 主要 原因 是 降水 多,清江 流域 洪涝 灾害 多发 的 主要 原因 是 降水 多,loc term NN VA DEC JJ NN VC VV VA,,,,,,,,,,清江 流域 洪涝 灾害 多发 的 主要 原因 是 降水 多,清江 流域 洪涝 灾害 多发 的 主要 原因 是 降水 多,loc term NN VA DEC JJ NN VC VV VA,( (IP (NP (NP (NR 清江流域)) (NP (NN 洪涝) (NN 灾害))) (NP (CP (IP (VP (VA 多发))) (DEC 的)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (VP (VP (VV 降水)) (VP (VA 多))))) )
2014北京市海淀区高考文综地理二模试题,4-B-1,清江流域洪涝灾害多发的主要原因是	降水季节变化大,ed-mod,,0,1,,清江流域 洪涝 灾害 多发 的 主要 原因 是 降水 季节 变化 大,清江 流域 洪涝 灾害 多发 的 主要 原因 是 降水 季节 变化 大,loc term NN VA DEC JJ NN VC NN NN NN VA,,,,,,,,,,清江 流域 洪涝 灾害 多发 的 主要 原因 是 降水 季节 变化 大,清江 流域 洪涝 灾害 多发 的 主要 原因 是 降水 季节 变化 大,loc term NN VA DEC JJ NN VC VV NN NN VA,( (IP (NP (NP (NP (NR 清江流域)) (NP (NN 洪涝) (NN 灾害))) (CP (IP (VP (VA 多发))) (DEC 的)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (IP (NP (NN 降水)) (NP (NN 季节) (NN 变化)) (VP (VA 大))))) )
2015-北京,4-A,图中	甲地陡峻，喀斯特地貌典型,y,,2,5,,图 中 甲地 陡峻 ， 喀斯特地貌 典型,图 中 甲地 陡峻 ， 喀斯特 地貌 典型,NN LC loc VA PU term VA,,实体信息陈述_0（甲地，#，陡峻）实体信息陈述_1（甲地，喀斯特地貌，典型）,实体信息陈述_0（甲地，#，陡峻）实体信息陈述_1（甲地，喀斯特地貌，典型）,,,实体信息陈述 实体信息陈述,实体信息陈述 实体信息陈述,,,图 中 甲地 陡峻 ， 喀斯特地貌 典型,图 中 甲地 陡峻 ， 喀斯特地貌 典型,NN LC loc NN PU term NN,( (IP (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NR 甲地))) (VP (VA 陡峻))) (PU ，) (IP (NP (NN 喀斯特地貌)) (VP (VA 典型)))) )
2015-北京,4-A-0,图中	甲地陡峻,ed-ori,,2,,,图 中 甲地 陡峻,图 中 甲地 陡峻,NN LC loc VA,,实体信息陈述_0（甲地，#，陡峻）,实体信息陈述_0（甲地，#，陡峻）,,,实体信息陈述,实体信息陈述,,,图 中 甲地 陡峻,图 中 甲地 陡峻,NN LC loc NN,( (IP (LCP (NP (NN 图)) (LC 中)) (NP (NR 甲地)) (VP (VA 陡峻))) )
2015-北京,4-A-1,图中	甲地喀斯特地貌典型,ed-mod,,2,3,,图 中 甲地 喀斯特地貌 典型,图 中 甲地 喀斯特 地貌 典型,NN LC loc term VA,,实体信息陈述_0（甲地，喀斯特地貌，典型）,实体信息陈述_0（甲地，喀斯特地貌，典型）,,,实体信息陈述,实体信息陈述,,,图 中 甲地 喀斯特地貌 典型,图 中 甲地 喀斯特地貌 典型,NN LC loc term NN,( (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NR 甲地)) (NP (NN 喀斯特地貌))) (VP (VA 典型))) )
2015-北京,4-B,图中	乙地低平，泥石流灾害频发,y,,2,5,,图 中 乙地 低平 ， 泥石流 灾害 频发,图 中 乙地 低平 ， 泥石流 灾害 频发,NN LC loc VA PU term NN VV,,实体信息陈述_0（乙地，#，低平）实体信息陈述_1（乙地，泥石流灾害，频发）,实体信息陈述_0（乙地，#，低平）实体信息陈述_1（乙地，泥石流灾害，频发）,,,实体信息陈述 实体信息陈述,实体信息陈述 实体信息陈述,,,图 中 乙地 低平 ， 泥石流 灾害 频发,图 中 乙地 低平 ， 泥石流 灾害 频发,NN LC loc NN PU term NN VV,( (IP (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NR 乙地))) (VP (VA 低平))) (PU ，) (IP (NP (NN 泥石流) (NN 灾害)) (VP (VV 频发)))) )
2015-北京,4-B-0,图中	乙地低平,ed-ori,,2,,,图 中 乙地 低平,图 中 乙地 低平,NN LC loc VA,,实体信息陈述_0（乙地，#，低平）,实体信息陈述_0（乙地，#，低平）,,,实体信息陈述,实体信息陈述,,,图 中 乙地 低平,图 中 乙地 低平,NN LC loc NN,( (IP (LCP (NP (NN 图)) (LC 中)) (NP (NR 乙地)) (VP (VA 低平))) )
2015-北京,4-B-1,图中	乙地泥石流灾害频发,ed-mod,,2,3,,图 中 乙地 泥石流 灾害 频发,图 中 乙地 泥石流 灾害 频发,NN LC loc term NN VV,,实体信息陈述_0（乙地，泥石流灾害，频发）,实体信息陈述_0（乙地，泥石流灾害，频发）,,,实体信息陈述,实体信息陈述,,,图 中 乙地 泥石流 灾害 频发,图 中 乙地 泥石流 灾害 频发,NN LC loc term NN VV,( (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NP (NR 乙地)) (NP (NN 泥石流) (NN 灾害)))) (VP (VV 频发))) )
北京市东城区2014届高三第一学期期末教学统一检测,10-A,此时，关于图中天气的正确叙述是	北京比东京气温低，气压高,y,,10 12,16,,此时 ， 关于 图 中 天气 的 正确 叙述 是 北京 比 东京 气温 低 ， 气压 高,此时 ， 关于 图 中 天气 的 正确 叙述 是 北京 比 东京 气温 低 ， 气压 高,NT PU P NN LC NN DEG JJ NN VC loc P loc NN VA PU term VA,,时间限定_0（此时）比较_1（北京，东京，气温，低）比较_2（北京，东京，气压，高）,时间限定_0（此时）比较_1（北京，东京，气温，低）比较_2（北京，东京，气压，高）,0_0 1_11 2_11,0_0 1_11 2_11,比较 时间限定,比较 时间限定,,10 12,此时 ， 关于 图 中 天气 的 正确 叙述 是 北京 比 东京 气温 低 ， 气压 高,此时 ， 关于 图 中 天气 的 正确 叙述 是 北京 比 东京 气温 低 ， 气压 高,NT PU P NN LC NN DEG JJ NN VC loc P loc NN VA PU term VA,( (IP (NP (NT 此时)) (PU ，) (NP (DNP (PP (P 关于) (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 天气)))) (DEG 的)) (ADJP (JJ 正确)) (NP (NN 叙述))) (VP (VC 是) (IP (IP (VP (NP (NR 北京)) (PP (P 比) (NP (NR 东京) (NN 气温))) (VP (VA 低)))) (PU ，) (IP (NP (NN 气压)) (VP (VA 高)))))) )
北京市东城区2014届高三第一学期期末教学统一检测,10-A-0,此时，关于图中天气的正确叙述是	北京比东京气温低,ed-ori,,10 12,,,此时 ， 关于 图 中 天气 的 正确 叙述 是 北京 比 东京 气温 低,此时 ， 关于 图 中 天气 的 正确 叙述 是 北京 比 东京 气温 低,NT PU P NN LC NN DEG JJ NN VC loc P loc NN VA,,时间限定_0（此时）比较_1（北京，东京，气温，低）,时间限定_0（此时）比较_1（北京，东京，气温，低）,0_0 1_11,0_0 1_11,比较 时间限定,比较 时间限定,,10 12,此时 ， 关于 图 中 天气 的 正确 叙述 是 北京 比 东京 气温 低,此时 ， 关于 图 中 天气 的 正确 叙述 是 北京 比 东京 气温 低,NT PU P NN LC NN DEG JJ NN VC loc P loc NN VA,( (IP (NP (NT 此时)) (PU ，) (NP (DNP (PP (P 关于) (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 天气)))) (DEG 的)) (ADJP (JJ 正确)) (NP (NN 叙述))) (VP (VC 是) (IP (NP (NR 北京)) (VP (PP (P 比) (NP (NR 东京) (NN 气温))) (VP (VA 低)))))) )
北京市东城区2014届高三第一学期期末教学统一检测,10-A-1,此时，关于图中天气的正确叙述是	北京比东京气压高,ed-mod,,10,,,此时 ， 关于 图 中 天气 的 正确 叙述 是 北京 比 东京 气压 高,此时 ， 关于 图 中 天气 的 正确 叙述 是 北京 比 东京 气压 高,NT PU P NN LC NN DEG JJ NN VC loc P NR NN VA,,时间限定_0（此时）比较_1（北京，东京，气压，高）,时间限定_0（此时）比较_1（北京，东京，气压，高）,0_0 1_11,0_0 1_11,比较 时间限定,比较 时间限定,,10,此时 ， 关于 图 中 天气 的 正确 叙述 是 北京 比 东京 气压 高,此时 ， 关于 图 中 天气 的 正确 叙述 是 北京 比 东京 气压 高,NT PU P NN LC NN DEG JJ NN VC loc P NR NN VA,( (IP (NP (NT 此时)) (PU ，) (NP (DNP (PP (P 关于) (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 天气)))) (DEG 的)) (ADJP (JJ 正确)) (NP (NN 叙述))) (VP (VC 是) (IP (NP (NR 北京)) (VP (PP (P 比) (NP (NR 东京) (NN 气压))) (VP (VA 高)))))) )
北京市东城区2014届高三第一学期期末教学统一检测,10-B,此时，关于图中天气的正确叙述是	青藏高原地区风力大，天气晴朗,y,,10,,,此时 ， 关于 图 中 天气 的 正确 叙述 是 青藏高原地区 风力 大 ， 天气 晴朗,此时 ， 关于 图 中 天气 的 正确 叙述 是 青藏 高原 地区 风力 大 ， 天气 晴朗,NT PU P NN LC NN DEG JJ NN VC loc NN VA PU NN VA,,时间限定_0（此时）实体信息陈述_1（青藏高原地区，风力，大）实体信息陈述_2（青藏高原地区，天气，晴朗）,时间限定_0（此时）实体信息陈述_1（青藏高原地区，风力，大）实体信息陈述_2（青藏高原地区，天气，晴朗）,0_0,0_0,时间限定 实体信息陈述,时间限定 实体信息陈述,,10,此时 ， 关于 图 中 天气 的 正确 叙述 是 青藏高原 地区 风力 大 ， 天气 晴朗,此时 ， 关于 图 中 天气 的 正确 叙述 是 青藏高原 地区 风力 大 ， 天气 晴朗,NT PU P NN LC NN DEG JJ NN VC loc NN VA PU NN NN,( (IP (NP (NT 此时)) (PU ，) (NP (DNP (PP (P 关于) (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 天气)))) (DEG 的)) (ADJP (JJ 正确)) (NP (NN 叙述))) (VP (VC 是) (IP (IP (NP (NR 青藏高原地区) (NN 风力)) (VP (VA 大))) (PU ，) (IP (NP (NN 天气)) (VP (VA 晴朗)))))) )
北京市东城区2014届高三第一学期期末教学统一检测,10-B-0,此时，关于图中天气的正确叙述是	青藏高原地区风力大,ed-ori,,10,,,此时 ， 关于 图 中 天气 的 正确 叙述 是 青藏高原地区 风力 大,此时 ， 关于 图 中 天气 的 正确 叙述 是 青藏 高原 地区 风力 大,NT PU P NN LC NN DEG JJ NN VC loc NN VA,,时间限定_0（此时）实体信息陈述_1（青藏高原地区，风力，大）,时间限定_0（此时）实体信息陈述_1（青藏高原地区，风力，大）,0_0,0_0,时间限定 实体信息陈述,时间限定 实体信息陈述,,10,此时 ， 关于 图 中 天气 的 正确 叙述 是 青藏高原 地区 风力 大,此时 ， 关于 图 中 天气 的 正确 叙述 是 青藏高原 地区 风力 大,NT PU P NN LC NN DEG JJ NN VC loc NN JJ,( (IP (NP (NT 此时)) (PU ，) (NP (DNP (PP (P 关于) (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 天气)))) (DEG 的)) (ADJP (JJ 正确)) (NP (NN 叙述))) (VP (VC 是) (IP (NP (NP (NR 青藏高原地区)) (NP (NN 风力))) (VP (VA 大))))) )
北京市东城区2014届高三第一学期期末教学统一检测,10-B-1,此时，关于图中天气的正确叙述是	青藏高原地区天气晴朗,ed-mod,,10,,,此时 ， 关于 图 中 天气 的 正确 叙述 是 青藏高原地区 天气 晴朗,此时 ， 关于 图 中 天气 的 正确 叙述 是 青藏 高原 地区 天气 晴朗,NT PU P NN LC NN DEG JJ NN VC loc NN VA,,时间限定_0（此时）实体信息陈述_1（青藏高原地区，天气，晴朗）,时间限定_0（此时）实体信息陈述_1（青藏高原地区，天气，晴朗）,0_0,0_0,时间限定 实体信息陈述,时间限定 实体信息陈述,,10,此时 ， 关于 图 中 天气 的 正确 叙述 是 青藏高原 地区 天气 晴朗,此时 ， 关于 图 中 天气 的 正确 叙述 是 青藏高原 地区 天气 晴朗,NT PU P NN LC NN DEG JJ NN VC loc NN NN,( (IP (NP (NT 此时)) (PU ，) (NP (DNP (PP (P 关于) (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 天气)))) (DEG 的)) (ADJP (JJ 正确)) (NP (NN 叙述))) (VP (VC 是) (IP (NP (NR 青藏高原地区)) (NP (NN 天气)) (VP (VA 晴朗))))) )
