试卷名,编号,文本,关键字,备注,是否子句/子句关系,逗号前后特征,时间,地点,术语,数量词,（粗粒度）分词,（细粒度）分词,词性,（auto）成分分析
科大讯飞-地理测试09（北京市东城区2011届高三第一学期期末教学统一检测）,17-D,明代郑和七下西洋，利用盛行风在甲、丙、丁三地之间往返，下列叙述正确的是***冬季，利用东北风，从丁地经丙地返回甲地,利用，《》,,因果-目的？,,17,8 23 25 27,6 20,,明代 郑和 七下 西洋 ， 利用 盛行风 在 甲、丙、丁三地 之间 往返 ， 下列 叙述 正确 的 是 冬季 ， 利用 东北风 ， 从 丁地 经 丙地 返回 甲地,明代 郑和 七下 西洋 ， 利用 盛行风 在 甲 、 丙 、 丁三地 之间 往返 ， 下列 叙述 正确 的 是 冬季 ， 利用 东北风 ， 从 丁地 经 丙地 返回 甲地,NR NR VV NN PU VV term P loc LC VV PU JJ NN VA DEC VC time PU VV term PU P loc P loc VV loc,( (IP (IP (NP (NR 明代) (NR 郑和)) (VP (VV 七下) (NP (NN 西洋)))) (PU ，) (IP (VP (VP (VV 利用) (NP (NN 盛行风))) (VP (PP (P 在) (LCP (NP (NR 甲、丙、丁三地)) (LC 之间))) (VP (VV 往返))))) (PU ，) (IP (NP (ADJP (JJ 下列)) (NP (NN 叙述))) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (NP (NT 冬季)))) (PU ，) (IP (VP (VV 利用) (NP (NN 东北风)))) (PU ，) (IP (VP (PP (PP (P 从) (NP (NR 丁地))) (PP (P 经) (NP (NR 丙地)))) (VP (VV 返回) (NP (NR 甲地)))))) )
科大讯飞-地理测试10（北京市东城区普通校2013届高三联考）,6-A,甲图为大气受热过程示意图。青藏高原与四川盆地纬度相当，关于两地热力状况的比较，正确的是***青藏高原的年平均气温较低，与①大小有关,与...有关,,×？,关联、影响关系,,7 9 24,10,,甲图 为 大气 受热 过程 示意图 。 青藏高原 与 四川盆地 纬度 相当 ， 关于 两 地 热力 状况 的 比较 ， 正确 的 是 青藏高原 的 年 平均 气温 较 低 ， 与 ① 大小 有关,甲图 为 大气 受热 过程 示意图 。 青藏 高原 与 四川 盆地 纬度 相当 ， 关于 两 地 热力 状况 的 比较 ， 正确 的 是 青藏 高原 的 年 平均 气温 较 低 ， 与 ① 大小 有关,NN VC NN NN NN NN PU loc CC loc term AD PU P CD NN NN NN DEG NN PU VA DEC VC loc DEG JJ JJ NN AD VA PU P NN NN VV,( (IP (IP (NP (NN 甲图)) (VP (VC 为) (NP (NP (NN 大气) (NN 受热) (NN 过程)) (NP (NN 示意图))))) (PU 。) (IP (IP (NP (NP (NR 青藏高原) (CC 与) (NR 四川盆地)) (NP (NN 纬度))) (VP (ADVP (AD 相当)) (PU ，) (VP (P 关于) (NP (DNP (NP (NP (QP (CD 两)) (NP (NN 地))) (NP (NN 热力) (NN 状况))) (DEG 的)) (NP (NN 比较)))))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (IP (NP (DNP (NP (NR 青藏高原)) (DEG 的)) (ADJP (JJ 年)) (ADJP (JJ 平均)) (NP (NN 气温))) (VP (ADVP (AD 较)) (VP (VA 低)))) (PU ，) (IP (VP (PP (P 与) (NP (NN ①) (NN 大小))) (VP (VV 有关)))))))) )
科大讯飞-地理测试10（北京市东城区普通校2013届高三联考）,6-B,甲图为大气受热过程示意图。青藏高原与四川盆地纬度相当，关于两地热力状况的比较，正确的是***四川盆地的年太阳总辐射量较小，与②大小有关,与...有关,,×？,,,7 9 24,10 26,,甲图 为 大气 受热 过程 示意图 。 青藏高原 与 四川盆地 纬度 相当 ， 关于 两 地 热力 状况 的 比较 ， 正确 的 是 四川盆地 的 年太阳总辐射量 较 小 ， 与 ② 大小 有关,甲图 为 大气 受热 过程 示意图 。 青藏 高原 与 四川 盆地 纬度 相当 ， 关于 两 地 热力 状况 的 比较 ， 正确 的 是 四川 盆地 的 年 太阳 总 辐射量 较 小 ， 与 ② 大小 有关,NN VC NN NN NN NN PU loc CC loc term AD PU P CD NN NN NN DEG NN PU VA DEC VC loc DEG term AD VA PU P NN NN VV,( (IP (IP (NP (NN 甲图)) (VP (VC 为) (NP (NP (NN 大气) (NN 受热) (NN 过程)) (NP (NN 示意图))))) (PU 。) (IP (IP (NP (NP (NR 青藏高原) (CC 与) (NR 四川盆地)) (NP (NN 纬度))) (VP (ADVP (AD 相当)) (PU ，) (VP (P 关于) (NP (DNP (NP (NP (QP (CD 两)) (NP (NN 地))) (NP (NN 热力) (NN 状况))) (DEG 的)) (NP (NN 比较)))))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (IP (NP (DNP (NP (NR 四川盆地)) (DEG 的)) (NP (NN 年太阳总辐射量))) (VP (ADVP (AD 较)) (VP (VA 小)))) (PU ，) (IP (VP (PP (P 与) (NP (NN ②) (NN 大小))) (VP (VV 有关)))))))) )
科大讯飞-地理测试10（北京市东城区普通校2013届高三联考）,6-C,甲图为大气受热过程示意图。青藏高原与四川盆地纬度相当，关于两地热力状况的比较，正确的是***四川盆地的气温日较差较小，与③大小有关,与...有关,,×？,,,7 9 24,10 26,,甲图 为 大气 受热 过程 示意图 。 青藏高原 与 四川盆地 纬度 相当 ， 关于 两 地 热力 状况 的 比较 ， 正确 的 是 四川盆地 的 气温日较差 较 小 ， 与 ③ 大小 有关,甲图 为 大气 受热 过程 示意图 。 青藏 高原 与 四川 盆地 纬度 相当 ， 关于 两 地 热力 状况 的 比较 ， 正确 的 是 四川 盆地 的 气温 日较差 较 小 ， 与 ③ 大小 有关,NN VC NN NN NN NN PU loc CC loc term AD PU P CD NN NN NN DEG NN PU VA DEC VC loc DEG term AD VA PU P NN NN VV,( (IP (IP (NP (NN 甲图)) (VP (VC 为) (NP (NP (NN 大气) (NN 受热) (NN 过程)) (NP (NN 示意图))))) (PU 。) (IP (IP (NP (NP (NR 青藏高原) (CC 与) (NR 四川盆地)) (NP (NN 纬度))) (VP (ADVP (AD 相当)) (PU ，) (VP (P 关于) (NP (DNP (NP (NP (QP (CD 两)) (NP (NN 地))) (NP (NN 热力) (NN 状况))) (DEG 的)) (NP (NN 比较)))))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (IP (NP (DNP (NP (NR 四川盆地)) (DEG 的)) (NP (NN 气温日较差))) (VP (ADVP (AD 较)) (VP (VA 小)))) (PU ，) (IP (VP (PP (P 与) (NP (NN ③) (NN 大小))) (VP (VV 有关)))))))) )
科大讯飞-地理测试10（北京市东城区普通校2013届高三联考）,6-D,甲图为大气受热过程示意图。青藏高原与四川盆地纬度相当，关于两地热力状况的比较，正确的是***青藏高原的年太阳辐射总量较大，与④大小有关,与...有关,,×？,,,7 9 24,10 26,,甲图 为 大气 受热 过程 示意图 。 青藏高原 与 四川盆地 纬度 相当 ， 关于 两 地 热力 状况 的 比较 ， 正确 的 是 青藏高原 的 年太阳辐射总量 较 大 ， 与 ④ 大小 有关,甲图 为 大气 受热 过程 示意图 。 青藏 高原 与 四川 盆地 纬度 相当 ， 关于 两 地 热力 状况 的 比较 ， 正确 的 是 青藏 高原 的 年 太阳 辐射 总量 较 大 ， 与 ④ 大小 有关,NN VC NN NN NN NN PU loc CC loc term AD PU P CD NN NN NN DEG NN PU VA DEC VC loc DEG term AD VA PU P NN NN VV,( (IP (IP (NP (NN 甲图)) (VP (VC 为) (NP (NP (NN 大气) (NN 受热) (NN 过程)) (NP (NN 示意图))))) (PU 。) (IP (IP (NP (NP (NR 青藏高原) (CC 与) (NR 四川盆地)) (NP (NN 纬度))) (VP (ADVP (AD 相当)) (PU ，) (VP (P 关于) (NP (DNP (NP (NP (QP (CD 两)) (NP (NN 地))) (NP (NN 热力) (NN 状况))) (DEG 的)) (NP (NN 比较)))))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (IP (NP (DNP (NP (NR 青藏高原)) (DEG 的)) (NP (NN 年太阳辐射总量))) (VP (ADVP (AD 较)) (VP (VA 大)))) (PU ，) (IP (VP (PP (P 与) (NP (NN ④) (NN 大小))) (VP (VV 有关)))))))) )
科大讯飞-地理测试11（北京市海淀区高三第一学期期末练习）,1-C,关于1970―2000年间人口变化的相关叙述，正确的是***1975―1985年期间，我国人口数量先增后降,《》,,解说，×,一个是时间,1 12,,,,关于 1970―2000年 间 人口 变化 的 相关 叙述 ， 正确 的 是 1975―1985年 期间 ， 我国 人口 数量 先 增 后 降,关于 1970― 2000年 间 人口 变化 的 相关 叙述 ， 正确 的 是 1975 ― 1985年 期间 ， 我国 人口 数量 先 增 后 降,P time LC NN NN DEG JJ NN PU VA DEC VC time NN PU NR NN NN AD VV AD VV,( (IP (PP (P 关于) (NP (LCP (NP (NT 1970―2000年)) (LC 间)) (DNP (NP (NN 人口) (NN 变化)) (DEG 的)) (ADJP (JJ 相关)) (NP (NN 叙述)))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (NP (NT 1975―1985年) (NN 期间)) (PU ，) (NP (NP (NP (NR 我国)) (NP (NN 人口))) (NP (NN 数量))) (VP (VP (ADVP (AD 先)) (VP (VV 增))) (VP (ADVP (AD 后)) (VP (VV 降))))))) )
科大讯飞-地理测试11（北京市海淀区高三第一学期期末练习）,3-①,近年来，城市内涝在我国一些大城市相继出现，下列有关城市内涝产生原因的叙述，正确的是***城市地表硬化面积过大，不利于下渗,不利于,,因果,,,,3 14,,近年来 ， 城市 内涝 在 我国 一些 大城市 相继 出现 ， 下列 有关 城市 内涝 产生 原因 的 叙述 ， 正确 的 是 城市 地表 硬化 面积 过 大 ， 不利于 下渗,近年来 ， 城市 内涝 在 我国 一些 大城市 相继 出现 ， 下列 有关 城市 内涝 产生 原因 的 叙述 ， 正确 的 是 城市 地表 硬化 面积 过 大 ， 不利于 下渗,NT PU NN term P NR CD NR AD VV PU JJ JJ NN term VV NN DEG NN PU VA DEC VC NN NN VV NN AD VA PU VV NN,( (IP (IP (NP (NT 近年来)) (PU ，) (NP (NN 城市) (NN 内涝)) (VP (PP (P 在) (NP (NP (NR 我国)) (QP (CD 一些)) (NP (NR 大城市)))) (ADVP (AD 相继)) (VP (VV 出现)))) (PU ，) (IP (NP (NP (ADJP (JJ 下列)) (ADJP (JJ 有关)) (NP (NN 城市))) (NP (NN 内涝))) (VP (VV 产生) (NP (DNP (NP (NN 原因)) (DEG 的)) (NP (NN 叙述))))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (IP (NP (NN 城市) (NN 地表)) (VP (VV 硬化))) (IP (NP (NN 面积)) (VP (ADVP (AD 过)) (VP (VA 大)))) (PU ，) (IP (VP (VV 不利于) (NP (NN 下渗))))))) )
科大讯飞-地理测试11（北京市海淀区高三第一学期期末练习）,3-④,近年来，城市内涝在我国一些大城市相继出现，下列有关城市内涝产生原因的叙述，正确的是***城市化带来的“雨岛效应”，易导致降水强度增大,易导致,,因果,,,,3 14 27,,近年来 ， 城市 内涝 在 我国 一些 大城市 相继 出现 ， 下列 有关 城市 内涝 产生 原因 的 叙述 ， 正确 的 是 城市化 带来 的 “ 雨岛效应 ” ， 易 导致 降水 强度 增大,近年来 ， 城市 内涝 在 我国 一些 大城市 相继 出现 ， 下列 有关 城市 内涝 产生 原因 的 叙述 ， 正确 的 是 城市化 带来 的 “ 雨岛 效应 ” ， 易 导致 降水 强度 增大,NT PU NN term P NR CD NR AD VV PU JJ JJ NN term NN NN DEG NN PU VA DEC VC NN VV DEC PU term PU PU AD VV NN NN VV,( (IP (IP (NP (NT 近年来)) (PU ，) (NP (NN 城市) (NN 内涝)) (VP (PP (P 在) (NP (NP (NR 我国)) (QP (CD 一些)) (NP (NR 大城市)))) (ADVP (AD 相继)) (VP (VV 出现)))) (PU ，) (NP (NP (NP (ADJP (JJ 下列)) (ADJP (JJ 有关)) (NP (NN 城市))) (NP (NN 内涝))) (DNP (NP (NN 产生) (NN 原因)) (DEG 的)) (NP (NN 叙述))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VP (VC 是) (NP (CP (IP (NP (NN 城市化)) (VP (VV 带来))) (DEC 的)) (NP (PU “) (NN 雨岛效应) (PU ”)))) (PU ，) (VP (ADVP (AD 易)) (VP (VV 导致) (IP (NP (NN 降水) (NN 强度)) (VP (VV 增大))))))) )
科大讯飞-地理测试11（北京市海淀区高三第一学期期末练习）,22-A,改革开放初期，以深圳为代表的珠江三角洲地区城市化发展主要得益于***南海油气资源丰富，促进了国土开发,促进,,因果,,,5 9 14,,,改革 开放 初期 ， 以 深圳 为 代表 的 珠江三角洲地区 城市化 发展 主要 得益于 南海 油气 资源 丰富 ， 促进 了 国土 开发,改革 开放 初期 ， 以 深圳 为 代表 的 珠江 三角洲 地区 城市化 发展 主要 得益于 南海 油气 资源 丰富 ， 促进 了 国土 开发,NN NN NN PU P loc VV NN DEC loc NN NN AD VV loc NN NN VA PU VV AS NN NN,( (IP (NP (NN 改革) (NN 开放) (NN 初期)) (PU ，) (NP (CP (IP (VP (PP (P 以) (NP (NR 深圳))) (VP (VV 为) (NP (NN 代表))))) (DEC 的)) (NP (NR 珠江三角洲地区))) (NP (NN 城市化) (NN 发展)) (VP (VP (ADVP (AD 主要)) (VP (IP (VP (VV 得益于) (NP (NP (NR 南海)) (NP (NN 油气) (NN 资源))))) (VP (VA 丰富)))) (PU ，) (VP (VV 促进) (AS 了) (NP (NN 国土) (NN 开发))))) )
科大讯飞-地理测试11（北京市海淀区高三第一学期期末练习）,22-D,改革开放初期，以深圳为代表的珠江三角洲地区城市化发展主要得益于***外资企业建立，带动地区工业化发展,带动,,因果,（两个子句根节点的短语类型是否相同来看，这里句法分析结果也不对）,,5 9,,,改革 开放 初期 ， 以 深圳 为 代表 的 珠江三角洲地区 城市化 发展 主要 得益于 外资 企业 建立 ， 带动 地区 工业化 发展,改革 开放 初期 ， 以 深圳 为 代表 的 珠江 三角洲 地区 城市化 发展 主要 得益于 外资 企业 建立 ， 带动 地区 工业化 发展,NN NN NN PU P loc VV NN DEC loc NN NN AD VV NN NN VV PU VV NN NN NN,( (IP (NP (NN 改革) (NN 开放) (NN 初期)) (PU ，) (NP (CP (IP (VP (PP (P 以) (NP (NR 深圳))) (VP (VV 为) (NP (NN 代表))))) (DEC 的)) (NP (NR 珠江三角洲地区)) (NP (NN 城市化) (NN 发展))) (VP (ADVP (AD 主要)) (VP (VP (VV 得益于) (NP (NN 外资) (NN 企业)) (IP (VP (VV 建立)))) (PU ，) (VP (VV 带动) (NP (NN 地区) (NN 工业化) (NN 发展)))))) )
科大讯飞-地理测试11（北京市海淀区高三第一学期期末练习）,23-A,下列关于图中等温线与甲、乙、丙、丁四地气温的叙述，正确的是***受地形因素影响，1月－18℃等温线向北突出,受...影响,,因果,,18,5,3,19,下列 关于 图中 等温线 与 甲、乙、丙、丁四地 气温 的 叙述 ， 正确 的 是 受 地形 因素 影响 ， 1月 －18℃ 等温线 向 北 突出,下列 关于 图中 等温线 与 甲 、 乙 、 丙 、 丁 四 地 气温 的 叙述 ， 正确 的 是 受 地形 因素 影响 ， 1月 － 18 ℃ 等温线 向 北 突出,JJ P NN term CC loc NN DEG NN PU VA DEC VC VV NN NN NN PU time num NN P NN VV,( (IP (IP (NP (ADJP (JJ 下列)) (DNP (PP (P 关于) (NP (NP (NN 图中) (NN 等温线)) (CC 与) (NP (NP (NR 甲、乙、丙、丁四地)) (NP (NN 气温))))) (DEG 的)) (NP (NN 叙述))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (NP (CP (IP (VP (VV 受) (NP (NN 地形))))) (NP (NN 因素) (NN 影响))))) (PU ，) (IP (NP (NT 1月)) (NP (QP (CD －18℃)) (NP (NN 等温线))) (VP (PP (P 向) (NP (NN 北))) (VP (VV 突出))))) )
科大讯飞-地理测试11（北京市海淀区高三第一学期期末练习）,23-B,下列关于图中等温线与甲、乙、丙、丁四地气温的叙述，正确的是***受纬度因素影响，7月18℃等温线呈东北―西南方向延伸,受...影响,,因果,,18,5,3,19,下列 关于 图中 等温线 与 甲、乙、丙、丁四地 气温 的 叙述 ， 正确 的 是 受 纬度 因素 影响 ， 7月 18℃ 等温线 呈 东北 ― 西南 方向 延伸,下列 关于 图中 等温线 与 甲 、 乙 、 丙 、 丁 四 地 气温 的 叙述 ， 正确 的 是 受 纬度 因素 影响 ， 7月 18 ℃ 等温线 呈 东北 ― 西南 方向 延伸,JJ P NN term CC loc NN DEG NN PU VA DEC VC VV NN NN NN PU time num NN VV NN PU NN NN VV,( (IP (IP (NP (ADJP (JJ 下列)) (DNP (PP (P 关于) (NP (NP (NN 图中) (NN 等温线)) (CC 与) (NP (NP (NR 甲、乙、丙、丁四地)) (NP (NN 气温))))) (DEG 的)) (NP (NN 叙述))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (NP (CP (IP (VP (VV 受) (NP (NN 纬度) (NN 因素))))) (NP (NN 影响))))) (PU ，) (IP (NP (NT 7月)) (NP (QP (CD 18℃)) (NP (NN 等温线))) (VP (VV 呈) (NP (NN 东北)))) (PU ―) (NP (NN 西南) (NN 方向)) (VP (VV 延伸))) )
科大讯飞-地理测试11（北京市海淀区高三第一学期期末练习）,24-A,关于图中甲、乙、丙、丁四地自然条件与农业发展的叙述，正确的是***甲地草原辽阔，利于发展乳畜业,利于,,因果,,,3 15,16,,关于 图 中 甲、乙、丙、丁四地 自然 条件 与 农业 发展 的 叙述 ， 正确 的 是 甲地 草原 辽阔 ， 利于 发展 乳畜业,关于 图 中 甲 、 乙 、 丙 、 丁 四 地 自然 条件 与 农业 发展 的 叙述 ， 正确 的 是 甲地 草原 辽阔 ， 利于 发展 乳畜业,P NN LC loc NN NN CC NN NN DEG NN PU VA DEC VC loc term VA PU VV VV NN,( (IP (PP (P 关于) (NP (DNP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NR 甲、乙、丙、丁四地)) (NP (NN 自然) (NN 条件) (CC 与) (NN 农业) (NN 发展))) (DEG 的)) (NP (NN 叙述)))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (NP (NP (NR 甲地)) (NP (NN 草原))) (VP (VP (VA 辽阔)) (PU ，) (VP (VV 利于) (VP (VV 发展) (NP (NN 乳畜业)))))))) )
科大讯飞-地理测试11（北京市海淀区高三第一学期期末练习）,24-C,关于图中甲、乙、丙、丁四地自然条件与农业发展的叙述，正确的是***丙地河流稀少，利于商品谷物农业发展,利于,,因果,,,3 15,20,,关于 图 中 甲、乙、丙、丁四地 自然 条件 与 农业 发展 的 叙述 ， 正确 的 是 丙地 河流 稀少 ， 利于 商品谷物农业 发展,关于 图 中 甲 、 乙 、 丙 、 丁 四 地 自然 条件 与 农业 发展 的 叙述 ， 正确 的 是 丙地 河流 稀少 ， 利于 商品 谷物 农业 发展,P NN LC loc NN NN CC NN NN DEG NN PU VA DEC VC loc NN VA PU VV term NN,( (IP (PP (P 关于) (NP (DNP (NP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NR 甲、乙、丙、丁四地))) (NP (NN 自然) (NN 条件) (CC 与) (NN 农业) (NN 发展))) (DEG 的)) (NP (NN 叙述)))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (NP (IP (NP (NR 丙地) (NN 河流)) (VP (VP (VA 稀少)) (PU ，) (VP (VV 利于) (NP (NN 商品谷物农业))))) (NP (NN 发展))))) )
科大讯飞-地理测试12（北京市西城区2013届高三第一学期期末试卷）,8-A,关于导致北京遭遇暴雪的天气系统的相关叙述，正确的是***冷锋过境，锋前暖气团湿度较大,《》,,并列/递进？,前半句表示时间条件,,2,15,,关于 导致 北京 遭遇 暴雪 的 天气 系统 的 相关 叙述 ， 正确 的 是 冷锋 过境 ， 锋前 暖气团 湿度 较 大,关于 导致 北京 遭遇 暴雪 的 天气 系统 的 相关 叙述 ， 正确 的 是 冷锋 过境 ， 锋前 暖气团 湿度 较 大,P VV loc VV NN DEG NN NN DEG JJ NN PU VA DEC VC term VV PU JJ NN NN AD VA,( (IP (NP (DNP (NP (DNP (PP (P 关于) (IP (VP (VV 导致) (IP (NP (NR 北京)) (VP (VV 遭遇) (NP (NN 暴雪))))))) (DEG 的)) (NP (NN 天气) (NN 系统))) (DEG 的)) (ADJP (JJ 相关)) (NP (NN 叙述))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (IP (NP (NN 冷锋)) (VP (VV 过境))) (PU ，) (IP (NP (ADJP (JJ 锋前)) (NP (NN 暖气团))) (NP (NN 湿度)) (VP (ADVP (AD 较)) (VP (VA 大))))))) )
科大讯飞-地理测试12（北京市西城区2013届高三第一学期期末试卷）,8-B,关于导致北京遭遇暴雪的天气系统的相关叙述，正确的是***受准静止锋影响，形成持续降水,受...影响,,因果,,,2,16,,关于 导致 北京 遭遇 暴雪 的 天气 系统 的 相关 叙述 ， 正确 的 是 受 准静止锋 影响 ， 形成 持续 降水,关于 导致 北京 遭遇 暴雪 的 天气 系统 的 相关 叙述 ， 正确 的 是 受 准 静止锋 影响 ， 形成 持续 降水,P VV loc VV NN DEG NN NN DEG JJ NN PU VA DEC VC VV term NN PU VV JJ NN,( (IP (NP (DNP (NP (DNP (PP (P 关于) (IP (VP (VV 导致) (IP (NP (NR 北京)) (VP (VV 遭遇) (NP (NN 暴雪))))))) (DEG 的)) (NP (NN 天气) (NN 系统))) (DEG 的)) (ADJP (JJ 相关)) (NP (NN 叙述))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (VP (VP (VV 受) (NP (NN 准静止锋) (NN 影响))) (PU ，) (VP (VV 形成) (NP (ADJP (JJ 持续)) (NP (NN 降水))))))) )
科大讯飞-地理测试12（北京市西城区2013届高三第一学期期末试卷）,8-D,关于导致北京遭遇暴雪的天气系统的相关叙述，正确的是***受台风影响，形成暴雪,受...影响,,因果,,,2,16,,关于 导致 北京 遭遇 暴雪 的 天气 系统 的 相关 叙述 ， 正确 的 是 受 台风 影响 ， 形成 暴雪,关于 导致 北京 遭遇 暴雪 的 天气 系统 的 相关 叙述 ， 正确 的 是 受 台风 影响 ， 形成 暴雪,P VV loc VV NN DEG NN NN DEG JJ NN PU VA DEC VC VV term NN PU VV NN,( (IP (NP (DNP (NP (DNP (PP (P 关于) (IP (VP (VV 导致) (IP (NP (NR 北京)) (VP (VV 遭遇) (NP (NN 暴雪))))))) (DEG 的)) (NP (NN 天气) (NN 系统))) (DEG 的)) (ADJP (JJ 相关)) (NP (NN 叙述))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (VP (VP (VV 受) (NP (NN 台风) (NN 影响))) (PU ，) (VP (VV 形成) (NP (NN 暴雪))))))) )
科大讯飞-地理测试12（北京市西城区2013届高三第一学期期末试卷）,26-C,黑龙江省和西藏自治区沼泽湿地成因的相似之处是***冰雪覆盖，有利于下渗,有利于,,因果,,,0 2,3 4,,黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 冰雪 覆盖 ， 有利于 下渗,黑龙江省 和 西藏 自治区 沼泽 湿地 成因 的 相似 之 处 是 冰雪 覆盖 ， 有利于 下渗,loc CC loc term term NN DEG VA DEC NN VC NN VV PU VV VV,( (IP (NP (DNP (NP (NP (NR 黑龙江省) (CC 和) (NR 西藏自治区)) (NP (NN 沼泽) (NN 湿地) (NN 成因))) (DEG 的)) (CP (IP (VP (VA 相似))) (DEC 之)) (NP (NN 处))) (VP (VC 是) (IP (IP (NP (NN 冰雪)) (VP (VV 覆盖))) (PU ，) (VP (VV 有利于) (IP (VP (VV 下渗))))))) )
科大讯飞-地理测试12（北京市西城区2013届高三第一学期期末试卷）,27-A,下列关于两地湿地变化的原因和影响的叙述，不正确的是***黑龙江湿地大幅减少，主要是由于农业基地的开发,由于,,因果,,,17,4,,下列 关于 两 地 湿地 变化 的 原因 和 影响 的 叙述 ， 不 正确 的 是 黑龙江湿地 大幅 减少 ， 主要 是 由于 农业 基地 的 开发,下列 关于 两 地 湿地 变化 的 原因 和 影响 的 叙述 ， 不 正确 的 是 黑龙江 湿地 大幅 减少 ， 主要 是 由于 农业 基地 的 开发,JJ P CD NN term NN DEG NN CC NN DEG NN PU AD VA DEC VC loc AD VV PU AD VC P NN NN DEG NN,( (IP (NP (ADJP (JJ 下列)) (DNP (PP (P 关于) (NP (NP (QP (CD 两)) (NP (NN 地))) (NP (NN 湿地) (NN 变化)))) (DEG 的)) (DNP (NP (NN 原因) (CC 和) (NN 影响)) (DEG 的)) (NP (NN 叙述))) (PU ，) (NP (CP (IP (VP (ADVP (AD 不)) (VP (VA 正确)))) (DEC 的))) (VP (VC 是) (IP (NP (NR 黑龙江湿地)) (VP (VP (ADVP (AD 大幅)) (VP (VV 减少))) (PU ，) (VP (ADVP (AD 主要)) (VP (VC 是) (PP (P 由于) (NP (DNP (NP (NN 农业) (NN 基地)) (DEG 的)) (NP (NN 开发)))))))))) )
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,题干的最后一个词的word、postag或许对是否可拆分影响比较大,,,,,,,,,,,,
,,例如有很多最后几个词是“正确的是”,,,,,,,,,,,,
,,例如有一些最后几个词时“若”“有利于”等等,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,如果题干最后一个字是“是”，一般来说后面并列或者后面是一个完整的句子但内部不并列,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,特征总结：,,,,,,,,,,,,
,,是否含有关键字（可利用模板关键字进行扩展）,,,,,,,,,,,,
,,选项前最后一个词,,,,,,,,,,,,
,,选项分句的长度组合（或者SVM用长度差）,,,,,,,,,,,,
,,子句词性的编辑距离,,,,,,,,,,,,
,,子句是否包含时间词,,,,,,,,,,,,
,,子句是否包含地点词,,,,,,,,,,,,
,,选项中逗号的个数,,,,,,,,,,,,
,,每个子句第一个词的词性是否相同,,,,,,,,,,,,
,,每个子句最后一个词的词性是否相同,,,,,,,,,,,,
